台湾,#genre#
女人我最大(每晚九点),https://www.youtube.com/@womanqueen/live
HOP Sports(不定时),https://www.youtube.com/@HOPSports/streams/live
台湾街头美食(不定时),https://www.youtube.com/@asianfoodnearme/live
星光大道(不定时),https://www.youtube.com/@superstarshow/live
电视电影 Movie Series(不定时),https://www.youtube.com/@1905-MovieSeries/live
中国电影频道(不定时),https://www.youtube.com/@CCTV6-1905/live
MadHouse免费电影(不定时),https://www.youtube.com/@MadHouseFreeMovie/live
FAST 免费电影(不定时),https://www.youtube.com/@FASTMOVIE168/live
Body Sports 运动频道(不定时),https://www.youtube.com/@bodysports9644/live
企鹅大影院(不定时),https://www.youtube.com/@TencentVideoMovie/live
 
24H追剧,#genre#
终极系列,https://www.youtube.com/watch?v=Pxcko46uxYQ&ab_channel=%E7%B5%82%E6%A5%B5%E7%B3%BB%E5%88%97
廉政英雄,https://www.youtube.com/watch?v=wJ5i4x9_kEY&ab_channel=%E6%B0%91%E8%A6%96%E6%88%B2%E5%8A%87%E9%A4%A8FormosaTVDramas
我和我们在一起,https://www.youtube.com/watch?v=FdoVTSTSMho&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E5%BD%B1%E5%8A%87%E5%8F%B0
恶作剧之吻,https://www.youtube.com/watch?v=gXl9nCj4ue4&ab_channel=GTVDRAMA%E5%85%AB%E5%A4%A7%E5%8A%87%E6%A8%82%E9%83%A8
神机妙算刘伯温,https://www.youtube.com/watch?v=SoXyBzGajJQ&ab_channel=%E5%8F%B0%E8%A6%96%E6%99%82%E5%85%89%E6%A9%9F
放羊的星星 斗牛要不要,https://www.youtube.com/watch?v=N4B2upiia4c&ab_channel=%E4%B8%89%E7%AB%8B%E8%8F%AF%E5%8A%87SETDrama
败犬女王,https://www.youtube.com/watch?v=mE0Qsb6R0Kg&ab_channel=%E4%B8%89%E7%AB%8B%E8%8F%AF%E5%8A%87SETDrama
神鵰侠侣,https://www.youtube.com/watch?v=Vu_eDZF3PXU&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
去有风的地方,https://www.youtube.com/watch?v=be6L9zpVqw4&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E5%BD%B1%E5%8A%87%E5%8F%B0
谢谢你医生,https://www.youtube.com/watch?v=d56Qdf66OEo&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E5%BD%B1%E5%8A%87%E5%8F%B0
风中奇缘,https://www.youtube.com/watch?v=6st08Em5RbM&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
长歌行,https://www.youtube.com/watch?v=I7yYOp7Tqdw&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
风中奇缘,https://www.youtube.com/watch?v=SP7Rx3Iu9T8&ab_channel=GTVDRAMA%E5%85%AB%E5%A4%A7%E5%8A%87%E6%A8%82%E9%83%A8
将军在上,https://www.youtube.com/watch?v=iOxw4bgNxa4&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
驭鲛记与君初相识+恰似故人归,https://www.youtube.com/watch?v=yh3ZLBl7kt0&list=PLtPJtE4_gezefx3SY5KG4KG5Mna-PMrKP&index=25&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
光芒,https://www.youtube.com/watch?v=Ul9z5eUphFY&list=PLtPJtE4_gezefx3SY5KG4KG5Mna-PMrKP&index=31&ab_channel=%E6%84%9B%E7%88%BE%E9%81%94%E7%B6%9C%E5%90%88%E5%8F%B0
新兵日记,https://www.youtube.com/watch?v=hbm8Uov-YOE&ab_channel=%E6%B0%91%E8%A6%96%E6%88%B2%E5%8A%87%E9%A4%A8FormosaTVDramas
步步惊心,https://www.youtube.com/watch?v=ZCxRj5vGFg0&ab_channel=GTVDRAMA%E5%85%AB%E5%A4%A7%E5%8A%87%E6%A8%82%E9%83%A8
仙剑奇侠传,https://www.youtube.com/watch?v=MtCSXBD5pPg&ab_channel=GTVDRAMA%E5%85%AB%E5%A4%A7%E5%8A%87%E6%A8%82%E9%83%A8
军师联盟+虎啸龙吟,https://www.youtube.com/watch?v=FfUCTPnvbFs&ab_channel=%E9%BE%8D%E8%8F%AF%E9%9B%BB%E8%A6%96
 
儿少,#genre#
YOYO TV,https://www.youtube.com/@yoyotvebc/live
MOMO这一家,https://www.youtube.com/watch?v=nCb85URH8S0&ab_channel=momokids%E8%A6%AA%E5%AD%90%E5%8F%B0
欢乐谷,https://www.youtube.com/watch?v=R3PZkCUJSbQ&ab_channel=momokids%E8%A6%AA%E5%AD%90%E5%8F%B0
哈婆婆故事屋,https://www.youtube.com/watch?v=x30OqwgDhkw&ab_channel=momokids%E8%A6%AA%E5%AD%90%E5%8F%B0
小猪佩奇,https://www.youtube.com/@PeppaPigChineseOfficial/live
贝乐虎 Babytiger,https://www.youtube.com/@babytiger_zh/live
碰碰狐Pinkfong,https://www.youtube.com/@Pinkfong_CN/live
火爆汽车儿歌,https://www.youtube.com/@Supercar_Cartoon/live
鲨鱼宝宝,https://www.youtube.com/@Pinkfong_TW/live
Bebefinn 繁体中文,https://www.youtube.com/@Bebefinn_TW/live
Muse木棉花︱关於我转生变成史莱姆这档事,https://www.youtube.com/watch?v=EgFLg36ZExE&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-TW
Muse木棉花︱间谍家家酒S1-S2,https://www.youtube.com/watch?v=R_RPKHUi8Uc&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-TW
Muse木棉花︱拥有超常技能的异世界流浪美食家,https://www.youtube.com/watch?v=rEZJYuzXUok&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-TW
Muse木棉花︱进击的巨人,https://www.youtube.com/watch?v=BNPP6BJnPAQ&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-TW
Muse木棉花︱中华一番,https://www.youtube.com/watch?v=2FJcu6qsM2k&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-%E9%97%94%E5%AE%B6%E6%AD%A1
Muse木棉花︱我们这一家,https://www.youtube.com/watch?v=UK81GCw1KE8&ab_channel=Muse%E6%9C%A8%E6%A3%89%E8%8A%B1-%E9%97%94%E5%AE%B6%E6%AD%A1
朱妮托尼童话故事︱小棉花糖的彩色便便,https://www.youtube.com/watch?v=pgb2vD-d_r4&ab_channel=%E6%9C%B1%E5%A6%AE%E6%89%98%E5%B0%BC-%E5%8A%A8%E7%94%BB%E5%84%BF%E6%AD%8C
朱妮托尼童话故事︱动物们的便便,https://www.youtube.com/watch?v=u77q3vuZcHo&ab_channel=%E6%9C%B1%E5%A6%AE%E6%89%98%E5%B0%BC-%E5%8A%A8%E7%94%BB%E5%84%BF%E6%AD%8C
朱妮托尼童话故事︱采色女巫和色彩精灵,https://www.youtube.com/watch?v=JIFe6fV_pLM&ab_channel=%E6%9C%B1%E5%A6%AE%E6%89%98%E5%B0%BC-%E5%8A%A8%E7%94%BB%E5%84%BF%E6%AD%8C
朱妮托尼童话故事︱放屁家族,https://www.youtube.com/watch?v=keytl9VwcBA&ab_channel=%E6%9C%B1%E5%A6%AE%E6%89%98%E5%B0%BC-%E5%8A%A8%E7%94%BB%E5%84%BF%E6%AD%8C
火爆汽车儿歌,https://www.youtube.com/@Supercar_Cartoon/live
小马国大小事,https://www.youtube.com/@MyLittlePonyTaiwaneseOfficial/live
安全警长啦咘啦哆,https://www.youtube.com/@BabyBusTC/live
米奇老鼠俱乐部,https://www.youtube.com/watch?v=Dkkp4KfdGPY&ab_channel=DisneyJunior
亚洲卡通频道,https://www.youtube.com/@cartoonnetworkasia/live
Happy Holidays,https://www.youtube.com/@cartoonnetwork/live
汤姆猫,https://www.youtube.com/TalkingTom/live
G.I. JOE: A Real American Hero,https://www.youtube.com/watch?v=TZ3mxF4U__k&ab_channel=Hasbro
Kids Songs & Nursery Rhymes,https://www.youtube.com/@msrachel/live
Power Rangers,https://www.youtube.com/@PowerRangersOfficial/live
来唱吧！让我们一起跳舞！微笑！,https://www.youtube.com/@momoclo_chanz/live
Giramille TV,https://www.youtube.com/@Giramille/live
海绵宝宝,https://www.youtube.com/@SpongeBobOfficial/live
Ani-One中文官方动画频道,https://www.youtube.com/@AniOneAnime/live
 
国际,#genre#
CCTV中文国际,https://www.youtube.com/watch?v=9sE12tg3CmA&ab_channel=LIVENOW
凤凰卫视,https://www.youtube.com/watch?v=Zm4i_rvAcxc&ab_channel=%E9%B3%B3%E5%87%B0%E8%A1%9B%E8%A6%96PhoenixTV
欧洲新闻,https://www.youtube.com/watch?v=pykpO5kQJ98&ab_channel=euronews
天空新闻,https://www.youtube.com/watch?v=Wq15eF5vCbI&ab_channel=SkyNews
德国之声,https://www.youtube.com/watch?v=pqabxBKzZ6M&ab_channel=DWNews
法兰西 24,https://www.youtube.com/watch?v=tkDUSYHoKxE&ab_channel=FRANCE24English
ABC新闻,https://www.youtube.com/watch?v=gN0PZCe-kwQ&ab_channel=ABCNews
彭博电视,https://www.youtube.com/watch?v=iyOq8DhaMYw&ab_channel=BloombergTelevision
半岛电视台,https://www.youtube.com/watch?v=gCNeDWCI0vo&ab_channel=AlJazeeraEnglish
ABP新闻,https://www.youtube.com/watch?v=nyd-xznCpJc&ab_channel=ABPNEWS
Channels TV,https://www.youtube.com/watch?v=ENHYOYm-kUE&ab_channel=ChannelsTelevision
新加坡 CNA,https://www.youtube.com/watch?v=XWq5kBlakcQ&ab_channel=CNA
SBT AO VIVO,https://www.youtube.com/watch?v=i5n9gcO28h8&ab_channel=TVSerraDouradaSBT
广岛HOME电视台,https://www.youtube.com/watch?v=e2pgLUmaxGs&ab_channel=%E3%80%90%E5%85%AC%E5%BC%8F%E3%80%91HOME%E5%BA%83%E5%B3%B6%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9
名古屋电视台,https://www.youtube.com/watch?v=-C6FE2m7kX8&ab_channel=%E3%83%A1%E3%80%9C%E3%83%86%E3%83%AC%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9
NHK WORLD JAPAN,https://www.youtube.com/watch?v=f0lYkdA-Gtw&ab_channel=NHKWORLD-JAPAN
鹿儿岛新闻,https://www.youtube.com/watch?v=PCccV7cCW8M&ab_channel=%E9%B9%BF%E5%85%90%E5%B3%B6%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9KTS
全日本新闻网 ANN,https://www.youtube.com/watch?v=coYw-eVU0Ks&ab_channel=ANNnewsCH
NTV NEWS24,https://www.youtube.com/watch?v=iNPUWKft7hA&ab_channel=ABC%E3%83%86%E3%83%AC%E3%83%93%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9
TBS NEWS DIG,https://www.youtube.com/watch?v=ohI356mwBp8&ab_channel=TBSNEWSDIGPoweredbyJNN
KBS KOREA,https://www.youtube.com/watch?v=OxQQsIvJTTU&ab_channel=KBSWORLDTV
韩联社TV,https://www.youtube.com/watch?v=6QZ_qc75ihU&ab_channel=%EC%97%B0%ED%95%A9%EB%89%B4%EC%8A%A4TV
阿里郎电视台,https://www.youtube.com/watch?v=CJVBX7KI5nU&ab_channel=ArirangTV
YTN 24,https://www.youtube.com/watch?v=2C2WCLhDsR4&ab_channel=YTNdmb
QVCライブ,https://www.youtube.com/watch?v=dPTTMvUm9uA&ab_channel=QVCJapan%E3%80%90%E5%85%AC%E5%BC%8F%E3%80%91
半岛电视台,https://www.youtube.com/watch?v=bNyUyrR0PHo&ab_channel=AlJazeeraArabic%D9%82%D9%86%D8%A7%D8%A9%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9
CANAL 24 HORAS,https://www.youtube.com/@rtvenoticias/live
AWANI,https://www.youtube.com/watch?v=txxOwpdp58Q&ab_channel=AstroAWANI
beIN SPORTS HABER,https://www.youtube.com/watch?v=OypUpUTYAHI&ab_channel=beINSPORTST%C3%BCrkiye
SportsGrid,https://www.youtube.com/@SportsGridTV/live
WWE(不定时),https://www.youtube.com/@WWE/live
 
背景音乐,#genre#
synthwave radio 🌌 - beats to chill/game to,https://www.youtube.com/watch?v=4xDzrJKXOOY&ab_channel=LofiGirl
lofi hip hop radio 📚 - beats to relax/study to,https://www.youtube.com/watch?v=jfKfPfyJRdk&ab_channel=LofiGirl
calm piano radio🎹适合学习/放松/睡眠,https://www.youtube.com/watch?v=tfBVp0Zi2iE&ab_channel=AbaoinTokyo
lofi hip hop radio 💤 - beats to sleep/chill to,https://www.youtube.com/watch?v=rUxyKA_-grg&ab_channel=LofiGirl
Relaxing Jazz Piano Radio,https://www.youtube.com/watch?v=Dx5qFachd3A&ab_channel=CafeMusicBGMchannel
Chill Vibes,https://www.youtube.com/watch?v=tyVQk-BAWms&ab_channel=thebootlegboy2
Coffee Jazz Music,https://www.youtube.com/watch?v=fEvM-OUbaKs&ab_channel=BGMchannel
停止过度思考💜整夜寒冷,https://www.youtube.com/watch?v=1ZOmYtkS_c8&ab_channel=DreamyLofi
Relaxing Jazz,https://www.youtube.com/watch?v=ljBAlUOQAGE&ab_channel=BGMchannel
Relaxing Music Box,https://www.youtube.com/watch?v=mtXASss7EY0&ab_channel=J-POPMusicBGMchannel
最佳锻炼音乐混合2023年1,https://www.youtube.com/watch?v=fBnpWP4Fneg&ab_channel=GymMusic
最佳锻炼音乐混合2023年2,https://www.youtube.com/watch?v=NGsvJ4on5e4&ab_channel=GymMusic
2023年最佳健身音乐组合,https://www.youtube.com/watch?v=gxLTnVS5Aak&ab_channel=GymMusic
锻炼动机音乐组合2023,https://www.youtube.com/watch?v=Ns_bjpOpZ-Y&ab_channel=GymMusic
 
电台,#genre#
HitFM南部,http://live.cooltv.top/tv/hitfm_backup.php?id=3
HitFM北部,http://live.cooltv.top/tv/hitfm_backup.php?id=1
HitFM中部,http://live.cooltv.top/tv/hitfm_backup.php?id=2
HitFM花东,http://live.cooltv.top/tv/hitfm_backup.php?id=5
HitFM宜兰,http://live.cooltv.top/tv/hitfm_backup.php?id=4
PopRadio台北流行广播,http://live.cooltv.top/tv/popradio_backup.php?id=1
PopRadio好听广播,http://live.cooltv.top/tv/popradio_backup.php?id=2
A-Line Radio 网路音乐台,http://live.cooltv.top/tv/appleline.php?id=aline
CityFM城市广播,http://fm929.cityfm.tw:8080/929.mp3
KissRadio大众广播,http://live.cooltv.top/tv/kissradio_backup.php
BestRadio港都983,http://live.cooltv.top/tv/bestradio_backup.php?id=3
BestRadio好事903,http://live.cooltv.top/tv/bestradio_backup.php?id=2
BestRadio好事989,http://live.cooltv.top/tv/bestradio_backup.php?id=1
BestRadio好事935,http://live.cooltv.top/tv/bestradio_backup.php?id=4
台北爱乐FM99.7,http://live.cooltv.top/tv/e-classical.php?id=onair
台北爱乐Kids,http://live.cooltv.top/tv/e-classical.php?id=kids
台北爱乐Jazz,http://live.cooltv.top/tv/e-classical.php?id=jazz
台北乐UR Classical,http://live.cooltv.top/tv/e-classical.php?id=urclassical
台北爱乐Oldies but Goodies,http://live.cooltv.top/tv/e-classical.php?id=goodies
台湾古典音乐台,http://59.120.88.155:8000/live.mp3
BravoFM台北都会音乐台,https://onair.bravo913.com.tw:9130/live.mp3
台中古典音乐台,https://onair.family977.com.tw:8977/live.mp3
光华之声,http://live.cooltv.top/tv/kwongwah.php
复兴电台,http://live.cooltv.top/tv/fhbs.php
汉声广播电台FM,http://live.cooltv.top/tv/voh.php?id=1
汉声广播电台AM,http://live.cooltv.top/tv/voh.php?id=2
环宇广播,http://stream.rcs.revma.com/srn5f9kmwxhvv
M-Radio全国广播,http://stream.rcs.revma.com/044q61ha7a0uv
中广音乐网,http://n07.rcs.revma.com/ks4vsmg3qtzuv
中广新闻网,http://n12.rcs.revma.com/78fm9wyy2tzuv
中广流行网,http://n14.rcs.revma.com/aw9uqyxy2tzuv
AsiaFM亚洲电台,http://stream.rcs.revma.com/xpgtqc74hv8uv
AsiaFM亚太电台,http://stream.rcs.revma.com/kydend74hv8uv
FlyRadio飞扬调频,http://stream.rcs.revma.com/e0tdah74hv8uv
News98新闻台,http://n12.rcs.revma.com/55tyxsy4qtzuv
飞碟电台,http://n08.rcs.revma.com/em90w4aeewzuv
全国治安交通台,http://stream.pbs.gov.tw:1935/live/PBS/playlist.m3u8
警察广播高雄分台,http://stream.pbs.gov.tw:1935/live/KSS/playlist.m3u8
警察广播台北分台,http://stream.pbs.gov.tw:1935/live/TPS/playlist.m3u8
警察广播台中分台,http://stream.pbs.gov.tw:1935/live/TCS/playlist.m3u8
警察广播台南分台,http://stream.pbs.gov.tw:1935/live/TNS/playlist.m3u8
警察广播台东分台,http://stream.pbs.gov.tw:1935/live/TTS/playlist.m3u8
警察广播新竹分台,http://stream.pbs.gov.tw:1935/live/SCS/playlist.m3u8
警察广播花莲分台,http://stream.pbs.gov.tw:1935/live/HLS/playlist.m3u8
警察广播宜兰分台,http://stream.pbs.gov.tw:1935/live/ELS/playlist.m3u8
国立教育电台,http://wowza.ner.gov.tw/live/_definst_/1/playlist.m3u8
台中广播电台,http://211.20.119.101:8081
正声综合,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live2/playlist.m3u8
正声FM104.1,http://flv.ccdntech.com/live/_definst_/mp4:vod117_Live/live1/playlist.m3u8
轻松电台,http://stream.rcs.revma.com/k41z6wadu5hvv
